RefId;IsBadBuy;PurchDate;Auction;VehicleAge;Make;Model;Trim;SubModel;Color;Transmission;WheelTypeID;VehOdo;Nationality;Size;TopThreeAmericanName;MMRAcquisitionAuctionAveragePrice;MMRAcquisitionAuctionCleanPrice;MMRAcquisitionRetailAveragePrice;MMRAcquisitonRetailCleanPrice;MMRCurrentAuctionAveragePrice;MMRCurrentAuctionCleanPrice;MMRCurrentRetailAveragePrice;MMRCurrentRetailCleanPrice;VehBCost;WarrantyCost;State|ZIPC
54417;0;7/22/2010;MANHEIM;3;CHEVROLET;IMPALA;LS;4D SEDAN LS;BLACK;AUTO;2;61077;AMERICAN;LARGE;GM;80400;91110;115680;129110;81860;92790;116740;128640;79000;1703;NJ|8505
12770;0;11/15/2010;OTHER;2;CHEVROLET;IMPALA V6;LS;4D SEDAN LS 3.5L FFV;SILVER;AUTO;2;79914;AMERICAN;LARGE;GM;79020;87780;117750;127190;77370;88930;119570;132250;83300;1974;CA|95673
27600;0;2/11/2009;MANHEIM;4;VOLKSWAGEN;BEETLE 2.0L I4 MFI /;GL;2D COUPE GL;BLACK;AUTO;2;66965;OTHER;COMPACT;OTHER;65510;81050;75750;92530;70740;80260;81400;91680;76850;1215;CO|80011
28092;0;8/12/2009;MANHEIM;3;CHRYSLER;PT CRUISER 2.4L I4 S;Bas;4D SEDAN;BLUE;AUTO;2;60173;AMERICAN;MEDIUM;CHRYSLER;54270;65080;63610;75290;55400;65690;64830;75950;61000;1215;FL|32824
19699;0;7/17/2009;OTHER;3;CHEVROLET;MALIBU 4C 2.2L I4 MP;LT;4D SEDAN LT;WHITE;AUTO;1;52045;AMERICAN;MEDIUM;GM;64080;75880;74210;86950;54570;66710;63940;77050;78000;837;CA|95673
38120;1;1/18/2010;MANHEIM;7;FORD;TAURUS;SE;4D SEDAN SE;WHITE;AUTO;1;58986;AMERICAN;MEDIUM;FORD;26690;36540;53640;64500;26230;36130;53890;65170;42000;1054;NV|89165
28604;0;1/20/2010;MANHEIM;4;FORD;TAURUS;SEL;4D SEDAN SEL;GREY;AUTO;1;83237;AMERICAN;MEDIUM;FORD;51060;63500;89190;103470;51920;64100;87860;104290;47990;983;FL|32824
31815;0;6/17/2010;OTHER;5;DODGE;NEON;SXT;4D SEDAN;SILVER;AUTO;1;51256;AMERICAN;COMPACT;CHRYSLER;31300;41670;64560;76630;30450;42640;62240;76010;47250;588;TX|77073
38953;0;9/17/2009;MANHEIM;5;DODGE;NEON 2.0L I4 SFI;SE;4D SEDAN;SILVER;AUTO;2;72480;AMERICAN;COMPACT;CHRYSLER;26280;36070;33380;43960;18440;26460;43750;55180;47100;686;TX|76040
25909;0;8/4/2010;OTHER;4;CHEVROLET;COBALT;LT;2D COUPE LT;SILVER;AUTO;2;74003;AMERICAN;COMPACT;GM;53690;68080;86120;103030;58700;68900;90480;101510;51000;803;SC|29697
64036;0;11/4/2009;ADESA;2;CHRYSLER;PT CRUISER;Bas;4D SEDAN;BLACK;AUTO;2;53753;AMERICAN;MEDIUM;CHRYSLER;55570;64330;65020;74480;60680;70480;93870;104730;60250;1086;AZ|85226
56424;0;9/15/2009;OTHER;3;MAZDA;MAZDA6 2.3L I4 MFI /;i;4D SEDAN I;MAROON;AUTO;2;54593;OTHER ASIAN;MEDIUM;OTHER;87020;105170;98980;118580;72290;86810;83070;98750;78500;1003;SC|29070
3711;0;4/6/2010;ADESA;5;FORD;MUSTANG V6;Bas;2D COUPE;GREY;AUTO;1;63329;AMERICAN;SPORTS;FORD;87420;99500;118530;131620;80830;98130;117110;138760;92550;728;OH|45005
65413;0;10/21/2010;MANHEIM;7;FORD;TAURUS;SES;4D SEDAN SES;WHITE;AUTO;1;68170;AMERICAN;MEDIUM;FORD;26230;35810;53570;67240;31880;41580;58970;68590;55800;1125;TX|77061
44520;0;2/25/2009;MANHEIM;5;OLDSMOBILE;ALERO 4C 2.2L I4 MPI;GL;4D SEDAN GL2;SILVER;AUTO;1;53078;AMERICAN;MEDIUM;GM;36090;46470;43980;55190;32740;42060;40360;50420;52900;1169;MO|64161
33358;0;2/3/2009;MANHEIM;5;CHRYSLER;PACIFICA FWD 3.5L V6;Bas;4D SPORT TOURER;GREEN;AUTO;3;67145;AMERICAN;CROSSOVER;CHRYSLER;62360;73670;72350;84560;67640;78000;78050;89240;66650;1215;FL|34761
53481;0;9/2/2009;OTHER;1;CHRYSLER;PT CRUISER 2.4L I4 S;Bas;4D SEDAN;RED;AUTO;2;46305;AMERICAN;MEDIUM;CHRYSLER;71390;76390;82100;87500;74570;79450;85540;90810;65000;975;OK|74135
33379;0;2/10/2009;MANHEIM;5;FORD;F150 PICKUP 2WD V8 5;XL;EXT CAB 5.4L XL;WHITE;AUTO;2;58362;AMERICAN;LARGE TRUCK;FORD;61690;78280;71630;89540;72610;86550;83420;98470;84450;671;FL|34761
66350;0;11/5/2009;ADESA;5;GMC;YUKON 2WD V8;SLE;4D UTILITY 5.3L SLE;WHITE;AUTO;1;95574;AMERICAN;LARGE SUV;GM;102310;111870;115490;125820;95440;115310;143290;158990;105700;1918;NC|28273
13004;0;10/11/2010;MANHEIM;2;CHEVROLET;IMPALA V6;LS;4D SEDAN LS 3.5L FFV;GREY;AUTO;2;90715;AMERICAN;LARGE;GM;78970;89110;124730;134680;77370;88930;119570;132250;80000;2351;NC|27542
32034;1;3/12/2010;OTHER;5;CHRYSLER;PT CRUISER;Tou;4D SEDAN;WHITE;AUTO;2;57041;AMERICAN;MEDIUM;CHRYSLER;44040;52900;75260;88150;42470;53190;74970;86380;58000;1086;SC|29461
33630;0;9/8/2009;MANHEIM;3;PONTIAC;G6 4C 2.4L I4 MPI;Bas;4D SEDAN SE;GREEN;AUTO;2;47485;AMERICAN;MEDIUM;GM;67270;83170;77650;94820;62550;77070;72550;88240;74800;764;FL|34761
31587;0;10/8/2009;OTHER;1;DODGE;AVENGER 4C 2.4L I4 S;SE;4D SEDAN;SILVER;AUTO;2;58441;AMERICAN;MEDIUM;CHRYSLER;81610;89210;93140;101350;77810;85450;117770;125050;73000;920;NC|27407
48866;0;2/5/2009;OTHER;6;CHEVROLET;1500HD SILVERADO PIC;LS;CREW CAB 6.0L LS;BEIGE;AUTO;1;91185;AMERICAN;LARGE TRUCK;GM;65510;77660;75750;88870;70180;83040;80790;94680;83200;1641;OK|73108
71616;0;2/4/2010;ADESA;7;FORD;TAURUS;SES;4D SEDAN SES;SILVER;AUTO;1;57807;AMERICAN;MEDIUM;FORD;26990;36700;56370;63130;31300;40470;59720;69900;47350;1054;NC|28273
25896;0;8/4/2010;OTHER;4;CHRYSLER;SEBRING V6;Tou;4D SEDAN TOURING;BLACK;AUTO;1;67903;AMERICAN;MEDIUM;CHRYSLER;51670;62950;91060;100110;51740;64630;86680;108270;50000;1118;SC|29697
5997;0;11/16/2010;MANHEIM;4;CHRYSLER;TOWN & COUNTRY 2WD V;Bas;MINIVAN 3.3L;BLUE;AUTO;2;104593;AMERICAN;VAN;CHRYSLER;53370;68380;90640;106690;61090;76610;93970;112490;44400;2090;AZ|85040
55045;0;5/28/2009;MANHEIM;3;DODGE;STRATUS V6 2.7L V6 M;SXT;4D SEDAN SXT FFV;BLUE;AUTO;2;78534;AMERICAN;MEDIUM;CHRYSLER;54800;64610;64180;74780;54800;64610;64180;74780;53000;1389;NE|68138
34975;0;2/25/2009;MANHEIM;4;KIA;SORENTO 2WD 3.5L V6;EX;4D SPORT UTILITY LX;WHITE;MANUAL;1;64109;OTHER ASIAN;MEDIUM SUV;OTHER;57360;69440;66950;80000;60260;70590;70080;81240;61700;1508;TX|75236
37573;0;6/15/2010;MANHEIM;5;FORD;FIVE HUNDRED;SEL;4D SEDAN SEL;WHITE;AUTO;1;75705;AMERICAN;LARGE;FORD;61230;76630;97080;114970;60050;77640;99650;119060;79650;1506;GA|30331
61878;0;2/19/2010;ADESA;5;DODGE;DURANGO 4WD V8;ST;4D SUV 4.7L;WHITE;AUTO;2;92924;AMERICAN;MEDIUM SUV;CHRYSLER;78450;96120;123620;137970;86790;107450;125640;145920;85150;1918;CA|91752
59019;0;4/16/2009;MANHEIM;6;FORD;FOCUS 2.3L I4 DOHC;ZX3;2D COUPE ZX3;RED;AUTO;1;63004;AMERICAN;COMPACT;FORD;28890;36280;36200;44180;28890;36280;36200;44180;41300;1320;CA|92337
14745;0;11/11/2009;OTHER;5;DODGE;STRATUS V6;R/T;2D COUPE R/T;SILVER;AUTO;1;54735;AMERICAN;MEDIUM;CHRYSLER;40530;53870;48770;63180;36030;46360;70470;82570;59000;1086;SC|29697
26475;0;3/4/2009;MANHEIM;3;DODGE;DURANGO 2WD V6 3.7L;Adv;4D SUV 3.7L SLT;BLUE;AUTO;1;77114;AMERICAN;MEDIUM SUV;CHRYSLER;96690;109850;109430;123640;101260;120720;114360;135380;91000;1272;FL|32824
1170;0;10/26/2010;ADESA;4;CHEVROLET;EQUINOX FWD V6;LT;4D SUV LT;GOLD;AUTO;1;74519;AMERICAN;MEDIUM SUV;GM;81600;98170;122240;136990;85370;102220;124630;144760;84350;1389;MN|55369
40561;0;10/28/2010;MANHEIM;2;CHEVROLET;IMPALA V6;LT;4D SEDAN LT 3.5L FFV;BLACK;AUTO;1;71389;AMERICAN;LARGE;GM;83880;94570;125840;136560;97800;115840;134420;151990;82400;1974;TX|76040
70793;0;8/6/2009;ADESA;3;FORD;FIVE HUNDRED 3.0L V6;SE;4D SEDAN SE;BLACK;AUTO;1;58537;AMERICAN;LARGE;FORD;62810;76820;72830;87970;68470;87190;78950;99170;76250;1169;TX|78227
60768;0;3/16/2010;OTHER;3;PONTIAC;G6 4C;Bas;4D SEDAN SE1;SILVER;AUTO;1;51140;AMERICAN;MEDIUM;GM;86370;98230;118150;131710;87550;102310;121400;140420;80500;837;TX|78426
56443;0;9/22/2009;OTHER;4;CHRYSLER;300 2.7L V6 MPI;Bas;4D SEDAN;GREEN;AUTO;2;61494;AMERICAN;SPECIALTY;CHRYSLER;84160;95540;95890;108180;79000;91560;90320;103880;85500;1215;SC|29070
771;0;10/13/2010;ADESA;3;CHRYSLER;SEBRING 4C;Tou;4D SEDAN TOURING;WHITE;AUTO;1;89102;AMERICAN;MEDIUM;CHRYSLER;78220;92520;115120;132250;77000;89260;110830;123890;71500;1243;VA|20166
40512;0;10/7/2010;MANHEIM;2;DODGE;AVENGER 4C;SE;4D SEDAN;SILVER;AUTO;2;49909;AMERICAN;MEDIUM;CHRYSLER;75340;87620;112940;126460;76290;87790;115010;126330;90700;834;TX|76040
3290;0;11/18/2009;ADESA;3;GMC;ENVOY 2WD 6C;SLE;4D UTILITY 4.2L;GREY;AUTO;1;74132;AMERICAN;MEDIUM SUV;GM;103730;126220;117030;141320;91220;110030;146550;159160;87100;1155;VA|20166
63006;0;8/3/2010;MANHEIM;4;CHEVROLET;TRAILBLAZER 2WD 6C;LS;4D SUV 4.2L;GREY;AUTO;1;65406;AMERICAN;MEDIUM SUV;GM;81340;102340;127090;146010;90330;103530;133280;148890;92250;1020;NC|28625
55551;0;5/17/2010;OTHER;1;DODGE;AVENGER 4C;SE;4D SEDAN SE;BLUE;AUTO;2;46323;AMERICAN;MEDIUM;CHRYSLER;98990;105540;139720;147080;97280;103450;134370;139500;91000;834;OK|74135
11683;0;7/19/2010;MANHEIM;3;CHEVROLET;IMPALA;LS;4D SEDAN LS;BEIGE;AUTO;2;65967;AMERICAN;LARGE;GM;80520;91030;115830;129010;79300;91290;114210;127260;80000;1703;NC|27542
45732;0;8/5/2009;MANHEIM;2;CHRYSLER;PT CRUISER 2.4L I4 S;Tou;4D SEDAN;WHITE;AUTO;1;50209;AMERICAN;MEDIUM;CHRYSLER;63120;73670;73170;84560;64210;74170;74350;85100;61900;1086;MO|64161
20791;1;9/2/2009;MANHEIM;4;JEEP;GRAND CHEROKEE 2WD V;Lar;4D WAGON LAREDO;WHITE;AUTO;1;70330;AMERICAN;MEDIUM SUV;CHRYSLER;87870;102410;99900;115600;85060;100430;96860;113460;97950;1740;TX|75236
16040;1;9/29/2010;OTHER;3;CHEVROLET;COBALT;LS;4D SEDAN LS;GOLD;AUTO;2;57373;AMERICAN;COMPACT;GM;54180;66010;86940;98420;56220;66400;87490;99190;66000;671;SC|29697
34433;0;5/11/2010;MANHEIM;7;SATURN;ION;3;4D SEDAN LEVEL 3;SILVER;AUTO;1;86601;AMERICAN;MEDIUM;GM;33010;42030;62650;72710;32980;41780;59830;69580;42400;1153;CO|80022
50524;0;8/26/2009;MANHEIM;6;FORD;F150 PICKUP 2WD V8 4;XLT;CREW CAB 4.6L KING RANCH;BLUE;AUTO;1;89435;AMERICAN;LARGE TRUCK;FORD;80800;99850;92260;112840;72850;89170;83680;101300;86350;1153;TX|78219
17219;0;4/6/2010;MANHEIM;4;CHEVROLET;COLORADO PICKUP 2WD;LS;EXT CAB 2.8L LS;WHITE;MANUAL;1;80495;AMERICAN;SMALL TRUCK;GM;76240;95240;114720;133790;73050;87290;122770;146700;59750;723;TX|77041
62742;0;2/2/2010;MANHEIM;4;DODGE;STRATUS 4C;SXT;4D SEDAN;WHITE;AUTO;1;75452;AMERICAN;MEDIUM;CHRYSLER;38470;48960;71160;83060;48580;58890;83850;102360;53950;1155;NC|28625
51609;0;11/11/2009;MANHEIM;5;PONTIAC;GRAND PRIX;GTP;4D SEDAN GTP;GREY;AUTO;1;84485;AMERICAN;LARGE;GM;55510;72350;64950;83140;56850;70050;91820;106900;73050;2412;CO|80011
37000;0;5/28/2010;MANHEIM;3;CHEVROLET;COBALT;LS;4D SEDAN LS;BLACK;AUTO;2;77362;AMERICAN;COMPACT;GM;54530;63720;86530;97630;55510;66510;91050;101770;59500;803;TX|75236
7254;0;6/4/2009;MANHEIM;4;HYUNDAI;ELANTRA 2.0L I4 MPI;GLS;4D SEDAN;WHITE;AUTO;2;71014;OTHER ASIAN;MEDIUM;OTHER;38370;48330;46440;57200;41380;52170;49690;61340;48250;569;GA|30272
71035;0;1/14/2010;ADESA;3;SUZUKI;FORENZA;SE;4D SEDAN;RED;AUTO;2;63995;OTHER ASIAN;MEDIUM;OTHER;47280;56680;82700;92480;52000;59700;88530;101630;55150;533;TX|78227
44226;0;5/4/2010;MANHEIM;6;KIA;OPTIMA 4C;EX;4D SEDAN LX;GOLD;AUTO;1;86990;OTHER ASIAN;MEDIUM;OTHER;27490;35470;58410;66560;26730;34150;54220;61130;45050;853;PA|19440
59593;0;9/22/2009;ADESA;4;FORD;FREESTAR FWD V6 3.9L;SES;4D PASSENGER 3.9L SES;WHITE;AUTO;1;74487;AMERICAN;VAN;FORD;50270;67600;59290;78010;45990;56040;85280;96490;49900;1506;TX|78754
64380;0;5/5/2010;ADESA;3;CHRYSLER;SEBRING 4C;Bas;4D SEDAN;WHITE;AUTO;2;71005;AMERICAN;MEDIUM;CHRYSLER;78310;90470;113610;125430;74810;85830;113200;122900;72900;1155;AZ|85226
53714;0;11/2/2009;OTHER;1;CHRYSLER;SEBRING 4C;LX;4D SEDAN LX;WHITE;AUTO;1;50444;AMERICAN;MEDIUM;CHRYSLER;80380;85740;91810;97600;87400;93330;123550;130730;74000;920;OK|74135
2561;0;9/7/2010;ADESA;3;CHRYSLER;300;Lim;4D SEDAN;SILVER;AUTO;1;78622;AMERICAN;SPECIALTY;CHRYSLER;104540;122950;149470;164220;101500;117560;144140;157120;96600;1389;OH|45005
22134;1;6/24/2009;MANHEIM;6;DODGE;DURANGO 2WD V8 4.7L;SLT;4D SUV 4.7L SLT;WHITE;AUTO;1;76112;AMERICAN;MEDIUM SUV;CHRYSLER;44630;58110;53200;67760;44630;58110;53200;67760;57450;1689;CA|92807
30302;0;7/14/2010;MANHEIM;3;DODGE;CHARGER V6;Bas;4D SEDAN 3.5L;BLUE;AUTO;2;79420;AMERICAN;SPECIALTY;CHRYSLER;107870;124990;146150;162030;102720;120410;142440;159580;91500;1389;FL|32824
57898;0;5/19/2010;ADESA;5;CHEVROLET;TRAILBLAZER 2WD 6C;LS;4D SUV 4.2L;BLUE;AUTO;1;90739;AMERICAN;MEDIUM SUV;GM;65700;76700;108660;118370;72420;90200;122440;152500;73900;1341;TX|77086
33838;0;3/23/2010;MANHEIM;5;TOYOTA;COROLLA;CE;4D SEDAN CE;BLUE;AUTO;2;41617;TOP LINE ASIAN;COMPACT;OTHER;56530;66470;87530;101870;54750;62010;89640;101530;76000;482;FL|34761
55876;0;11/13/2009;OTHER;1;CHEVROLET;HHR;LT;4D SUV 2.2L LS;SILVER;AUTO;1;49788;AMERICAN;MEDIUM;GM;75130;82030;86140;93590;72780;83080;115680;126120;76500;623;FL|33073
6239;0;4/8/2010;MANHEIM;4;PONTIAC;GRAND PRIX;Bas;4D SEDAN;MAROON;AUTO;1;64854;AMERICAN;LARGE;GM;69480;83370;97650;113370;65480;81430;102940;121060;67300;1703;GA|30272
52312;1;12/8/2010;MANHEIM;3;DODGE;CALIBER;SXT;4D WAGON SXT;GREY;AUTO;2;75520;AMERICAN;MEDIUM;CHRYSLER;66850;79840;104240;117390;64810;78180;98050;112970;67350;920;TX|78219
30610;0;11/3/2010;MANHEIM;3;FORD;FOCUS;ZX4;4D SEDAN S;BLACK;AUTO;2;54867;AMERICAN;COMPACT;FORD;57160;71820;94870;107070;55100;70230;90640;104920;45500;920;FL|32824
12320;0;5/5/2009;OTHER;3;CHEVROLET;UPLANDER FWD V6 3.5L;LT;PASSENGER EXT 3.5L LT;BROWN;AUTO;1;78022;AMERICAN;VAN;GM;88310;111600;100370;125530;88310;111600;100370;125530;62050;2091;CA|95673
46211;0;7/12/2010;MANHEIM;3;CHEVROLET;MALIBU 4C;LS;4D SEDAN LS;BLACK;AUTO;2;53895;AMERICAN;MEDIUM;GM;70910;80020;105480;113410;71220;83340;109310;119440;70000;837;PA|17028
33727;0;12/8/2009;MANHEIM;4;CHEVROLET;UPLANDER FWD V6;Bas;PASSENGER EXT 3.5L;SILVER;AUTO;2;85350;AMERICAN;VAN;GM;45970;59120;78350;95810;57240;74780;96580;118620;62350;2282;FL|34761
26221;0;12/1/2010;OTHER;2;CHEVROLET;IMPALA V6;LS;4D SEDAN LS 3.5L FFV;SILVER;AUTO;2;77261;AMERICAN;LARGE;GM;77630;86360;118920;126200;89470;103120;124570;138390;82000;1974;SC|29697
55641;0;6/7/2010;OTHER;2;DODGE;CALIBER;SE;4D WAGON;BEIGE;AUTO;2;45477;AMERICAN;MEDIUM;CHRYSLER;78760;87460;118880;126650;73260;81900;112720;116840;70000;693;OK|74135
67478;0;12/8/2010;ADESA;2;DODGE;AVENGER 4C;SE;4D SEDAN;BLUE;AUTO;2;73973;AMERICAN;MEDIUM;CHRYSLER;78870;88460;115060;125840;84250;96930;120960;134690;84450;1155;TX|77086
64779;0;7/13/2010;MANHEIM;3;CHEVROLET;UPLANDER FWD V6;LS;PASSENGER EXT 3.5L;GOLD;AUTO;2;87730;AMERICAN;VAN;GM;64570;79880;102570;121610;71380;87340;108080;126870;65000;2282;TN|37210
51227;0;3/17/2009;MANHEIM;5;FORD;EXPEDITION 4WD V8 4.;XLT;4D SUV 4.6L XLT;BLUE;AUTO;1;63385;AMERICAN;LARGE SUV;FORD;92710;105050;105130;118450;97060;110760;109820;124620;94000;1215;CO|80011
16723;0;11/18/2009;MANHEIM;3;DODGE;MAGNUM V6;SE;WAGON 2.7L;BLACK;AUTO;2;83840;AMERICAN;SPECIALTY;CHRYSLER;69910;81320;80500;92830;71950;87520;114360;130420;72000;1503;FL|32824
3692;0;3/23/2010;ADESA;2;CHEVROLET;IMPALA V6;LS;4D SEDAN LS 3.5L FFV;GREY;AUTO;2;83282;AMERICAN;LARGE;GM;90820;102640;124780;138820;82360;95340;122360;135230;79950;2152;OH|45005
47807;0;7/14/2010;MANHEIM;7;FORD;EXPEDITION 2WD V8;Edd;4D SUV 4.6L EDDIE BAUER;RED;AUTO;1;86479;AMERICAN;LARGE SUV;FORD;74940;89160;107410;127870;74080;88510;112340;129620;104500;1413;FL|33809
49274;0;5/6/2010;OTHER;5;NISSAN;ALTIMA;Bas;4D SEDAN 2.5 S;BEIGE;AUTO;1;85934;TOP LINE ASIAN;MEDIUM;OTHER;63200;76930;93660;112180;62950;77780;100480;115090;77350;723;OK|73108
53559;0;9/21/2009;OTHER;1;CHRYSLER;PT CRUISER 2.4L I4 S;Bas;4D SEDAN;SILVER;AUTO;2;51743;AMERICAN;MEDIUM;CHRYSLER;74450;79260;85410;90600;65350;69920;75580;80510;63000;1086;OK|74135
66118;0;8/13/2009;ADESA;6;DODGE;DURANGO 2WD V8 4.7L;Spo;4D SUV 4.7L;RED;AUTO;1;70712;AMERICAN;MEDIUM SUV;CHRYSLER;44630;58110;53200;67760;41690;56330;50030;65840;57300;1689;NC|28273
51333;0;5/6/2009;MANHEIM;4;CHEVROLET;MALIBU 4C 2.2L I4 MP;Bas;4D SEDAN;SILVER;AUTO;2;72773;AMERICAN;MEDIUM;GM;49050;63210;57970;73270;51870;66480;61020;76800;47750;1038;CO|80011
69592;0;3/4/2009;ADESA;5;DODGE;1500 RAM PICKUP 2WD;ST;REG CAB 3.7L;GREY;AUTO;1;73305;AMERICAN;LARGE TRUCK;CHRYSLER;43540;60600;52020;70450;42480;59540;50880;69300;62350;569;AZ|85226
27168;0;7/1/2010;OTHER;4;PONTIAC;GRAND PRIX;Bas;4D SEDAN;BLUE;AUTO;1;90007;AMERICAN;LARGE;GM;60190;75680;97690;113160;60220;75540;95710;111220;72350;2351;OK|73108
48775;0;12/1/2009;MANHEIM;2;CHEVROLET;UPLANDER FWD V6;LS;PASSENGER EXT 3.9L LS;SILVER;AUTO;1;79168;AMERICAN;VAN;GM;64140;72130;74270;82900;59640;65930;98600;105770;72100;2091;GA|30315
65080;0;12/10/2009;MANHEIM;2;DODGE;CARAVAN GRAND FWD V6;SE;MINIVAN 3.3L;SILVER;AUTO;2;63069;AMERICAN;VAN;CHRYSLER;72740;80810;112810;121530;81580;100880;122680;142840;76300;1411;TX|77061
48739;0;10/20/2009;MANHEIM;2;CHRYSLER;SEBRING V6 2.7L V6 M;Tou;4D SEDAN TOURING;BLACK;AUTO;1;80490;AMERICAN;MEDIUM;CHRYSLER;92650;109590;105060;123360;84650;104680;118090;141410;66300;1373;GA|30315
46430;1;3/25/2009;MANHEIM;6;BUICK;CENTURY V6 3.1L V6 S;Cus;4D SEDAN CUSTOM;MAROON;AUTO;2;78470;AMERICAN;MEDIUM;GM;32880;43610;40510;52100;30350;41370;37780;49680;48750;2274;FL|33809
8082;0;2/1/2010;MANHEIM;3;CHEVROLET;IMPALA V6;LT;4D SEDAN LT 3.5L;GREY;AUTO;1;79328;AMERICAN;LARGE;GM;78150;91640;117990;133300;90510;105230;129020;142670;78000;1974;NC|27542
31440;0;5/5/2009;OTHER;2;CHRYSLER;SEBRING 4C 2.4L I4 E;Bas;4D SEDAN;SILVER;AUTO;2;41537;AMERICAN;MEDIUM;CHRYSLER;70250;81640;80870;93170;70250;81640;80870;93170;78500;834;CA|91763
34205;0;12/15/2009;MANHEIM;3;CHRYSLER;300;Bas;4D SEDAN;GREEN;AUTO;2;75001;AMERICAN;SPECIALTY;CHRYSLER;87830;103340;124700;142770;88170;103670;127260;143740;79050;1389;CO|80022
48202;0;11/19/2010;MANHEIM;3;HYUNDAI;SONATA 4C;GLS;4D SEDAN;WHITE;AUTO;2;74690;OTHER ASIAN;MEDIUM;OTHER;70920;81380;107400;121620;73990;84540;108970;121770;74550;803;FL|33314
5621;0;9/29/2009;MANHEIM;4;CHRYSLER;SEBRING 4C 2.4L I4 S;Bas;4D SEDAN;WHITE;AUTO;1;85309;AMERICAN;MEDIUM;CHRYSLER;38740;49500;46840;58460;38740;49500;46840;58460;33750;1243;AZ|85040
22951;1;8/6/2009;MANHEIM;4;CHEVROLET;MALIBU 4C 2.2L I4 MP;Bas;4D SEDAN;BLUE;AUTO;2;86925;AMERICAN;MEDIUM;GM;48830;62880;57740;72910;52160;64780;61330;74960;53550;1113;SC|29532
72126;0;5/27/2010;ADESA;5;KIA;RIO;Bas;4D SEDAN;BLUE;AUTO;2;76660;OTHER ASIAN;COMPACT;OTHER;27200;34440;56470;63030;22330;29100;52270;68110;37550;569;CO|80817
68093;0;12/23/2010;ADESA;6;SATURN;ION;1;4D SEDAN LEVEL 1;BLACK;AUTO;2;76993;AMERICAN;MEDIUM;GM;30920;41760;60910;70740;31780;39090;58750;67000;40300;803;NC|28273
31310;0;11/17/2010;OTHER;2;KIA;SPECTRA;EX;4D SEDAN EX;WHITE;AUTO;2;41557;OTHER ASIAN;MEDIUM;OTHER;65990;75320;96750;105880;73050;82710;107520;118090;72000;482;AZ|85284
11088;0;12/21/2009;MANHEIM;4;CHRYSLER;PT CRUISER;Bas;4D SEDAN;BLACK;AUTO;2;62907;AMERICAN;MEDIUM;CHRYSLER;41570;53230;80470;90420;44900;53720;75830;86410;54000;1215;NC|27542
26630;0;6/16/2009;MANHEIM;2;CHRYSLER;SEBRING 4C 2.4L I4 E;Bas;4D SEDAN;OTHER;AUTO;2;46268;AMERICAN;MEDIUM;CHRYSLER;70250;81640;80870;93170;70250;81640;80870;93170;77400;834;TX|75050
33973;0;7/20/2010;MANHEIM;7;SATURN;ION;3;4D SEDAN LEVEL 3;BLACK;AUTO;1;75667;AMERICAN;MEDIUM;GM;31290;41010;59720;70380;36700;50380;62690;73780;38450;1103;FL|34761
49727;0;5/13/2009;OTHER;4;CHRYSLER;TOWN & COUNTRY FWD V;Bas;MINIVAN 3.3L;BLACK;AUTO;2;91766;AMERICAN;VAN;CHRYSLER;50330;63250;59360;73310;50330;63250;59360;73310;41700;1918;AZ|85009
38450;0;11/3/2010;MANHEIM;6;SATURN;ION;2;2D QUAD COUPE LEVEL 2;RED;AUTO;1;93588;AMERICAN;MEDIUM;GM;35860;47160;67060;79200;38140;49940;65530;76550;46300;909;TX|75236
59840;0;4/13/2010;ADESA;5;CHEVROLET;MALIBU 4C;Bas;4D SEDAN;GOLD;AUTO;2;80291;AMERICAN;MEDIUM;GM;49810;63510;91230;129050;45070;57460;78440;89120;70200;1113;TX|78754
38958;1;9/24/2009;MANHEIM;3;SCION;XB 1.5L I-4 EFI DOHC;Bas;4D WAGON;SILVER;MANUAL;2;82429;OTHER ASIAN;MEDIUM;OTHER;85440;103320;97280;116590;78840;92370;107620;123920;72850;594;TX|76040
25996;1;9/1/2010;OTHER;5;HONDA;CIVIC;LX;4D SEDAN LX AUTO;GREY;AUTO;1;79258;TOP LINE ASIAN;COMPACT;OTHER;64370;75880;100970;114980;64370;75880;100970;114980;73000;686;SC|29697
45553;0;9/23/2010;OTHER;4;CHRYSLER;TOWN & COUNTRY 2WD V;LX;MINIVAN 3.3L;BLUE;AUTO;2;91006;AMERICAN;VAN;CHRYSLER;56670;71090;92070;110260;54930;67630;94870;106840;68750;1918;CO|80229
24336;0;9/23/2009;OTHER;2;CHEVROLET;IMPALA 3.5L V6 SFI;LS;4D SEDAN LS;BLUE;AUTO;2;77774;AMERICAN;LARGE;GM;79680;92440;91050;104840;73200;84590;109710;123070;74000;1974;SC|29697
68176;0;3/12/2009;ADESA;6;MITSUBISHI;GALANT 4C 2.4L I4 EF;ES;4D SEDAN ES;SILVER;AUTO;2;64295;OTHER ASIAN;MEDIUM;OTHER;39920;55110;48110;64520;29650;47270;37020;56050;43300;833;CO|80817
34488;0;5/25/2010;MANHEIM;5;JEEP;LIBERTY 4WD V6;Spo;4D SUV;SILVER;AUTO;2;90374;AMERICAN;SMALL SUV;CHRYSLER;77250;92920;112880;124350;74250;91440;112190;127710;75050;1053;CO|80022
